amplitude,frequency
-103.2,3382500000
-103.1,3383500000
-103.1,3384500000
-103.3,3385500000
-103.3,3386500000
-103.5,3387500000
-103.5,3388500000
-103.3,3389500000
-103.0,3390500000
-103.2,3391500000
-103.3,3392500000
-103.4,3393500000
-103.4,3394500000
-103.2,3395500000
-103.2,3396500000
-103.1,3397500000
-103.1,3398500000
-102.5,3399500000
-103.1,3400500000
-103.1,3401500000
-102.8,3658500000
-103.1,3659500000
-103.1,3660500000
-102.9,3661500000
-103.2,3662500000
-103.5,3663500000
-103.5,3664500000
-103.2,3665500000
-103.5,3666500000
-103.5,3667500000
-103.3,3668500000
-103.3,3669500000
-103.2,3670500000
-103.2,3671500000
-103.6,3672500000
-103.6,3673500000
-103.1,3674500000
-103.5,3675500000
-103.5,3676500000
-103.2,3677500000
-103.0,3678500000
-102.8,3679500000
-103.0,3680500000
-103.0,3681500000
-102.8,3682500000
-103.5,3683500000
-103.5,3684500000
-102.7,3685500000
-102.7,3686500000
-102.6,3687500000
-103.4,3688500000
-103.4,3689500000
-103.2,3690500000
-103.2,3691500000
-103.2,3692500000
-103.1,3693500000
-103.1,3694500000
-103.0,3695500000
-103.0,3696500000
-103.3,3697500000
-103.5,3698500000
-103.5,3699500000
-103.1,3700500000
-103.3,3701500000
-103.6,3702500000
-103.6,3703500000
-103.6,3704500000
-103.6,3705500000
-103.3,3706500000
-103.2,3707500000
-103.2,3708500000
-103.3,3709500000
-103.6,3710500000
-103.6,3711500000
-103.3,3712500000
-102.8,3713500000
-102.8,3714500000
-103.3,3715500000
-103.3,3716500000
-102.8,3717500000
-103.0,3718500000
-103.7,3719500000
-103.7,3720500000
-102.8,3721500000
-103.3,3722500000
-103.3,3723500000
-103.3,3724500000
-103.3,3725500000
-103.3,3726500000
-103.1,3727500000
-103.1,3728500000
-103.3,3729500000
-103.3,3730500000
-103.1,3731500000
-103.2,3732500000
-103.2,3733500000
-102.8,3734500000
-102.8,3735500000
-102.9,3736500000
-103.8,3737500000
-103.8,3738500000
-103.9,3739500000
-103.9,3740500000
-103.8,3741500000
-103.8,3742500000
-103.7,3743500000
-103.7,3744500000
-103.5,3745500000
-103.5,3746500000
-103.3,3747500000
-103.6,3748500000
-103.6,3749500000
-103.6,3750500000
-103.6,3751500000
-103.5,3752500000
-103.5,3753500000
-103.5,3754500000
-103.2,3755500000
-103.4,3756500000
-103.4,3757500000
-103.6,3758500000
-103.6,3759500000
-103.2,3760500000
-103.2,3761500000
-103.3,3762500000
-103.3,3763500000
-103.3,3764500000
-103.6,3765500000
-103.6,3766500000
-103.6,3767500000
-103.6,3768500000
-104.0,3769500000
-104.0,3770500000
-103.5,3771500000
-103.5,3772500000
-103.3,3773500000
-103.7,3774500000
-103.7,3775500000
-103.4,3776500000
-103.1,3265500000
-103.1,3266500000
-103.4,3267500000
-103.5,3268500000
-103.5,3269500000
-103.2,3270500000
-103.2,3271500000
-103.7,3272500000
-103.7,3273500000
-103.4,3274500000
-103.5,3275500000
-103.7,3276500000
-103.7,3277500000
-103.5,3278500000
-103.7,3279500000
-103.7,3280500000
-103.4,3281500000
-103.5,3282500000
-104.0,3283500000
-104.0,3284500000
-103.5,3285500000
-103.5,3286500000
-103.0,3287500000
-104.0,3288500000
-104.0,3289500000
-103.5,3290500000
-103.8,3291500000
-103.8,3292500000
-103.5,3293500000
-103.5,3294500000
-102.9,3295500000
-102.9,3296500000
-103.3,3297500000
-103.6,3298500000
-103.6,3299500000
-103.5,3300500000
-103.5,3301500000
-102.6,3302500000
-102.3,3303500000
-102.3,3304500000
-103.1,3305500000
-103.3,3306500000
-103.3,3307500000
-103.3,3308500000
-103.2,3309500000
-103.6,3310500000
-103.6,3311500000
-102.7,3312500000
-103.4,3313500000
-103.4,3314500000
-103.5,3315500000
-103.5,3316500000
-103.2,3317500000
-102.9,3318500000
-102.9,3319500000
-102.9,3320500000
-102.7,3321500000
-102.6,3322500000
-103.2,3323500000
-103.2,3324500000
-103.2,3325500000
-103.2,3326500000
-103.7,3327500000
-103.7,3328500000
-103.5,3329500000
-102.9,3330500000
-103.2,3331500000
-103.2,3332500000
-103.2,3333500000
-102.6,3334500000
-102.6,3335500000
-102.6,3336500000
-103.1,3337500000
-103.1,3338500000
-103.6,3339500000
-103.6,3340500000
-103.4,3341500000
-103.4,3342500000
-103.4,3343500000
-103.2,3344500000
-103.2,3345500000
-103.3,3346500000
-103.3,3347500000
-103.1,3348500000
-103.1,3349500000
-103.1,3350500000
-103.3,3351500000
-103.3,3352500000
-103.0,3353500000
-103.9,3354500000
-103.9,3355500000
-103.0,3356500000
-103.3,3357500000
-103.3,3358500000
-103.2,3359500000
-103.2,3360500000
-103.1,3361500000
-102.6,3362500000
-103.2,3363500000
-103.2,3364500000
-103.3,3365500000
-103.3,3366500000
-103.4,3367500000
-103.4,3368500000
-102.6,3369500000
-102.9,3370500000
-102.9,3371500000
-103.0,3372500000
-103.2,3373500000
-103.3,3374500000
-103.3,3375500000
-102.9,3376500000
-103.2,3377500000
-103.6,3378500000
-103.6,3379500000
-103.6,3387000000
-103.1,3388000000
-103.1,3389000000
-103.3,3390000000
-103.3,3391000000
-103.4,3392000000
-103.4,3393000000
-103.5,3394000000
-103.5,3395000000
-103.1,3396000000
-103.1,3397000000
-102.9,3398000000
-103.3,3399000000
-105.2,3400000000
-105.7,3401000000
-105.7,3402000000
-105.6,3404000000
-105.4,3405000000
-105.8,3406000000
-105.8,3407000000
-105.4,3408000000
-105.2,3409000000
-105.7,3410000000
-105.9,3411000000
-105.9,3412000000
-105.5,3413000000
-105.5,3414000000
-105.7,3415000000
-105.7,3416000000
-105.2,3417000000
-105.2,3418000000
-105.2,3419000000
-105.4,3420000000
-105.5,3421000000
-105.5,3422000000
-105.2,3423000000
-105.3,3424000000
-105.3,3425000000
-105.6,3426000000
-105.6,3427000000
-105.7,3428000000
-105.7,3429000000
-105.6,3430000000
-105.6,3431000000
-105.8,3432000000
-105.8,3433000000
-105.8,3434000000
-105.8,3435000000
-105.4,3436000000
-105.2,3437000000
-105.3,3438000000
-105.5,3439000000
-105.5,3440000000
-105.5,3441000000
-105.5,3442000000
-105.0,3443000000
-105.5,3444000000
-105.5,3445000000
-105.7,3446000000
-105.7,3447000000
-105.5,3448000000
-105.5,3449000000
-105.9,3450000000
-105.9,3451000000
-105.7,3452000000
-105.1,3453000000
-106.0,3454000000
-106.0,3455000000
-105.6,3456000000
-105.8,3457000000
-105.8,3458000000
-105.8,3459000000
-105.8,3460000000
-105.6,3461000000
-105.7,3462000000
-105.7,3463000000
-105.5,3464000000
-105.5,3465000000
-105.7,3466000000
-105.7,3467000000
-104.9,3468000000
-105.4,3469000000
-105.7,3470000000
-105.7,3471000000
-105.3,3472000000
-105.7,3473000000
-105.7,3474000000
-105.7,3475000000
-105.7,3476000000
-105.7,3477000000
-105.7,3478000000
-105.6,3479000000
-105.5,3480000000
-105.5,3481000000
-105.1,3482000000
-105.8,3483000000
-105.8,3484000000
-105.4,3485000000
-105.4,3486000000
-105.4,3487000000
-104.8,3488000000
-105.4,3489000000
-105.4,3490000000
-104.9,3491000000
-105.1,3492000000
-105.3,3493000000
-106.0,3494000000
-106.0,3495000000
-105.6,3496000000
-105.6,3497000000
-105.7,3498000000
-105.7,3499000000
-105.1,3500000000
-104.6,3501000000
-102.4,3502000000
-103.3,3503000000
-103.3,3504000000
-103.1,3505000000
-103.1,3506000000
-103.0,3507000000
-103.7,3508000000
-103.7,3509000000
-102.9,3510000000
-103.1,3511000000
-103.1,3512000000
-103.0,3513000000
-103.6,3514000000
-103.6,3515000000
-103.3,3516000000
-103.3,3517000000
-102.9,3518000000
-103.2,3519000000
-103.2,3520000000
-103.0,3521000000
-103.6,3522000000
-103.6,3267000000
-103.2,3268000000
-103.3,3269000000
-103.3,3270000000
-103.2,3271000000
-103.2,3272000000
-103.1,3273000000
-102.7,3274000000
-102.7,3275000000
-103.1,3276000000
-103.1,3277000000
-103.6,3278000000
-103.6,3279000000
-103.6,3280000000
-103.2,3281000000
-103.3,3282000000
-103.3,3283000000
-103.0,3284000000
-103.1,3285000000
-103.2,3286000000
-103.2,3287000000
-103.1,3288000000
-102.6,3289000000
-102.5,3290000000
-103.2,3291000000
-103.4,3292000000
-103.4,3293000000
-103.0,3294000000
-103.2,3295000000
-103.2,3296000000
-103.2,3297000000
-103.2,3298000000
-103.3,3299000000
-103.3,3300000000
-102.9,3301000000
-103.1,3302000000
-103.1,3303000000
-103.0,3304000000
-103.0,3305000000
-103.1,3306000000
-103.1,3307000000
-103.1,3308000000
-103.3,3309000000
-103.3,3310000000
-102.6,3311000000
-102.9,3312000000
-102.9,3313000000
-103.2,3314000000
-103.3,3315000000
-103.5,3316000000
-103.5,3317000000
-103.3,3318000000
-103.3,3319000000
-102.6,3320000000
-102.6,3321000000
-103.4,3322000000
-103.4,3323000000
-103.1,3324000000
-102.5,3325000000
-102.8,3326000000
-102.8,3327000000
-102.8,3328000000
-102.9,3329000000
-103.2,3330000000
-103.3,3331000000
-103.3,3332000000
-102.9,3333000000
-102.9,3334000000
-103.2,3335000000
-103.2,3336000000
-103.1,3337000000
-103.1,3338000000
-103.2,3339000000
-103.2,3340000000
-103.1,3341000000
-103.1,3342000000
-103.2,3343000000
-103.2,3344000000
-102.8,3345000000
-102.5,3346000000
-103.1,3347000000
-103.6,3348000000
-103.6,3349000000
-103.4,3350000000
-103.4,3351000000
-103.4,3352000000
-103.4,3353000000
-102.7,3354000000
-103.4,3355000000
-103.4,3356000000
-103.3,3357000000
-103.3,3358000000
-103.2,3359000000
-102.9,3360000000
-102.9,3361000000
-103.6,3362000000
-103.6,3363000000
-103.3,3364000000
-103.0,3365000000
-103.0,3366000000
-103.0,3367000000
-103.1,3368000000
-103.1,3369000000
-103.0,3370000000
-103.0,3371000000
-103.1,3372000000
-103.1,3373000000
-103.0,3374000000
-102.9,3375000000
-102.8,3376000000
-103.1,3377000000
-103.3,3378000000
-103.3,3379000000
-103.5,3380000000
-103.5,3381000000
-103.0,3382000000
-103.0,3383000000
-102.9,3384000000
-102.9,3385000000
-103.4,3386000000
-103.5,3387000000
-103.6,3388000000
-103.6,3389000000
-103.1,3390000000
-103.0,3391000000
-102.9,3392000000
-103.3,3393000000
-103.3,3394000000
-102.5,3395000000
-102.5,3396000000
-103.3,3397000000
-103.3,3398000000
-102.9,3399000000
-103.3,3400000000
-103.3,3401000000
-103.0,3402000000
-103.2,3659000000
-103.3,3660000000
-103.3,3661000000
-103.3,3662000000
-103.5,3663000000
-103.5,3664000000
-103.2,3665000000
-103.2,3666000000
-103.0,3667000000
-103.2,3668000000
-103.3,3669000000
-103.3,3670000000
-102.9,3671000000
-102.6,3672000000
-103.0,3673000000
-103.0,3674000000
-102.8,3675000000
-102.8,3676000000
-103.6,3677000000
-103.6,3678000000
-103.3,3679000000
-103.3,3680000000
-103.2,3681000000
-103.2,3682000000
-103.2,3683000000
-103.2,3684000000
-103.6,3685000000
-103.6,3686000000
-103.2,3687000000
-103.2,3688000000
-103.2,3689000000
-103.1,3690000000
-103.0,3691000000
-103.0,3692000000
-103.4,3693000000
-103.4,3694000000
-103.1,3695000000
-103.1,3696000000
-102.7,3697000000
-103.4,3698000000
-103.4,3699000000
-102.9,3700000000
-102.9,3701000000
-103.4,3702000000
-103.5,3703000000
-103.5,3704000000
-103.9,3705000000
-103.9,3706000000
-103.2,3707000000
-103.0,3708000000
-103.6,3709000000
-103.6,3710000000
-103.4,3711000000
-103.4,3712000000
-103.5,3713000000
-103.5,3714000000
-102.9,3715000000
-103.2,3716000000
-103.4,3717000000
-103.5,3718000000
-103.5,3719000000
-103.1,3720000000
-103.4,3721000000
-103.4,3722000000
-103.3,3723000000
-103.2,3724000000
-103.7,3725000000
-103.7,3726000000
-103.4,3727000000
-103.3,3728000000
-103.6,3729000000
-103.6,3730000000
-103.6,3731000000
-103.5,3732000000
-103.5,3733000000
-103.3,3734000000
-103.7,3735000000
-103.7,3736000000
-103.4,3737000000
-103.4,3738000000
-102.6,3739000000
-102.6,3740000000
-103.4,3741000000
-103.4,3742000000
-103.0,3743000000
-102.5,3744000000
-103.3,3745000000
-103.3,3746000000
-103.5,3747000000
-103.5,3748000000
-103.1,3749000000
-103.9,3750000000
-103.9,3751000000
-103.7,3752000000
-103.7,3753000000
-103.6,3754000000
-103.2,3755000000
-103.2,3756000000
-103.7,3757000000
-103.9,3758000000
-103.9,3759000000
-103.4,3760000000
-103.5,3761000000
-103.5,3762000000
-103.0,3763000000
-103.9,3764000000
-103.9,3765000000
-103.5,3766000000
-103.5,3767000000
-103.3,3768000000
-103.3,3769000000
-103.4,3770000000
-103.4,3771000000
-103.3,3772000000
-103.3,3773000000
-103.0,3774000000
-103.5,3775000000
-103.5,3776000000
-103.1,3777000000
-103.5,3266000000
-103.8,3267000000
-103.8,3268000000
-103.3,3269000000
-103.3,3270000000
-103.5,3271000000
-103.5,3272000000
-103.5,3273000000
-103.2,3274000000
-103.2,3275000000
-103.0,3276000000
-103.6,3277000000
-103.6,3278000000
-103.6,3279000000
-103.6,3280000000
-103.4,3281000000
-103.3,3282000000
-103.3,3283000000
-103.5,3284000000
-103.5,3285000000
-103.5,3286000000
-103.5,3287000000
-103.2,3288000000
-103.5,3289000000
-103.5,3290000000
-103.4,3291000000
-103.4,3292000000
-103.3,3293000000
-103.3,3294000000
-103.1,3295000000
-103.0,3296000000
-102.7,3297000000
-103.1,3298000000
-103.1,3299000000
-103.1,3300000000
-103.3,3301000000
-103.8,3302000000
-103.8,3303000000
-103.0,3304000000
-103.0,3305000000
-103.0,3306000000
-102.9,3307000000
-103.3,3308000000
-103.3,3309000000
-103.3,3310000000
-103.3,3311000000
-103.0,3312000000
-103.3,3313000000
-103.3,3314000000
-103.5,3315000000
-103.5,3316000000
-103.3,3317000000
-103.1,3318000000
-102.8,3319000000
-103.2,3320000000
-103.2,3321000000
-102.9,3322000000
-102.9,3323000000
-103.3,3324000000
-103.3,3325000000
-103.3,3326000000
-102.9,3327000000
-102.9,3328000000
-103.5,3329000000
-103.5,3330000000
-103.3,3331000000
-103.2,3332000000
-103.2,3333000000
-103.1,3334000000
-103.2,3335000000
-103.3,3336000000
-103.3,3337000000
-103.5,3338000000
-103.5,3339000000
-103.2,3340000000
-103.3,3341000000
-103.3,3342000000
-103.1,3343000000
-102.8,3344000000
-103.4,3345000000
-103.4,3346000000
-102.8,3347000000
-103.5,3348000000
-103.5,3349000000
-102.6,3350000000
-102.7,3351000000
-103.0,3352000000
-103.3,3353000000
-103.3,3354000000
-103.2,3355000000
-103.2,3356000000
-103.2,3357000000
-103.0,3358000000
-103.0,3359000000
-103.2,3360000000
-103.2,3361000000
-103.1,3362000000
-103.9,3363000000
-103.9,3364000000
-103.4,3365000000
-103.4,3366000000
-103.1,3367000000
-102.6,3368000000
-102.9,3369000000
-102.9,3370000000
-103.2,3371000000
-103.2,3372000000
-103.1,3373000000
-103.1,3374000000
-103.0,3375000000
-103.4,3376000000
-103.4,3377000000
-102.9,3378000000
-103.1,3379000000
-103.4,3380000000
